update_date,n_sequences,batch_size,epochs_run,pre_update_mse,post_update_mse,pre_update_mae,post_update_mae,mse_improvement,mae_improvement,prediction_change_mean,prediction_change_std
20250801,1040,32,10,0.008058160475285863,0.007904700353217935,0.07009882633134629,0.06740552748239598,0.00015346012206792804,0.0026932988489503096,-0.011700332,1.8482615e-09
