timestamp,total_samples,swing_rate,features_used,feature_categories,swing_accuracy,swing_roc_auc,swing_precision,swing_recall,swing_f1_score,whiff_accuracy,whiff_roc_auc,whiff_precision,whiff_recall,whiff_f1_score,exit_velocity_mse,exit_velocity_rmse,exit_velocity_mae,exit_velocity_r2,exit_velocity_mape
2025-08-03 14:25:08.794891,165614,0.48592510295023367,14,"{'critical_numeric': 3, 'important_numeric': 6, 'contextual_numeric': 2, 'categorical': 3, 'optional_numeric': 0}",0.9592730127102014,0.9891816216595687,0.9592723625609123,0.9592730127102014,0.9592720497176742,0.7510561630218688,0.7421758830641955,0.7400762786219555,0.7510561630218688,0.7437743594389792,196.31479489884322,14.011238164375168,10.917818501608615,0.09643008728918001,14.564115875679686
