total_pitchers_pitch,total_pitchers_game,total_pitchers_season,total_pitchers_labels,common_pitchers,pitch_data_completeness,total_pitches,total_games,total_seasons,pitches_per_game,games_per_season
36,36,37,40,36,0.1372891180697284,165614,1946,69,85.10483042137719,28.202898550724637
